"kickLength","hangTime","speedOfClosestCoverage","distanceToClosestCoverage","netCoverage","kickTeamWithin5","receivingTeamWithin5","yardsTillTouchdown","gameId","playId"
61,3.54,8.21,37.1808082214467,0,0,0,83,2018123009,1853
63,3.74,8.95,35.9946940534296,0,0,0,90,2018123009,2598
57,3.64,7.95,31.3699617468686,0,0,0,66,2018123009,3241
50,3.81,8.53,23.946784752864,0,0,0,65,2018123009,3765
68,3.87,8.22,39.151194106949,0,0,0,72,2018123010,36
59,NA,7.16,25.8977991342894,-1,0,1,79,2018123010,725
61,3.93,10,31.6704104804469,0,0,0,77,2018123010,1323
65,3.34,8.31,39.2989071094859,0,0,0,73,2018123010,2759
67,3.82,7.94,37.3413711585421,0,0,0,73,2018123010,3060
58,4,9.81,25.2196510681651,0,0,0,48,2018123011,36
60,4.3,8.35,23.1972757021164,0,0,0,78,2018123011,498
67,3.89,9,36.8814587563995,0,0,0,83,2018123011,1125
62,3.77,9.05,35.7175993034246,0,0,0,68,2018123011,2180
63,3.98,7.42,32.0794840980961,0,0,0,66,2018123011,4150
59,3.99,9.8,25.6903191883635,0,0,0,77,2018123012,37
64,3.95,8.69,36.1691830153793,0,0,0,76,2018123012,928
62,4.03,9.14,31.6723223019721,0,0,0,82,2018123012,3253
62,3.74,8.68,35.2917171585629,0,0,0,90,2018123013,1667
65,3.64,9.46,37.7940008466952,0,0,0,80,2018123013,2270
59,3.63,8.94,30.3314836432378,0,0,0,69,2018123013,3715
63,4.17,8.13,28.4126116363843,0,0,0,73,2018123014,36
10,NA,3.24,1.8146625030567,3,4,1,45,2018123014,4253
65,4.01,8.11,25.9686830624889,0,0,0,72,2018122200,37
65,3.98,8.93,33.8202498512356,0,0,0,69,2018122200,259
67,4.14,8.37,32.4877084448873,0,0,0,83,2018122201,37
67,3.8,8.76,36.1619606769323,0,0,0,76,2018122201,1487
62,3.78,9.48,29.6827390919369,0,0,0,70,2018122201,1873
63,3.73,7.07,31.2508303889673,0,0,0,80,2018122201,2150
60,3.84,8.29,23.4812265437732,0,0,0,85,2018122201,2306
66,4.35,8.78,31.7251020486933,0,0,0,85,2018122300,2560
63,4.4,5.31,23.3833894035916,0,0,0,78,2018122302,36
64,4.24,9.45,26.2709611548569,0,0,0,76,2018122302,704
45,4.07,8.93,11.8693302254171,0,0,0,83,2018122302,2413
75,4.16,9.12,38.8827532461373,0,0,0,77,2018122302,3325
60,3.76,8.78,32.1697202350285,0,0,0,73,2018122304,36
60,NA,9.45,21.130608131334,-1,0,1,85,2018122304,496
60,3.71,9.24,35.0155522589606,0,0,0,89,2018122304,849
62,3.6,8.82,32.5052426540704,0,0,0,64,2018122304,1675
65,4.14,9.45,32.5072191982027,0,0,0,63,2018122304,2347
63,3.73,8.58,34.557732853878,0,0,0,88,2018122305,36
62,3.99,9.44,33.2414951528959,0,0,0,79,2018122305,1345
67,4.22,9.86,32.975089082518,0,0,0,69,2018122305,2407
51,3.52,8.55,26.2964883587144,0,0,0,72,2018122305,3300
55,3.67,9.67,28.0650761623766,0,0,0,84,2018122305,3531
67,4.18,8.08,36.4552725953325,0,0,0,82,2018122306,2308
70,4.12,8.29,39.3270657435817,0,0,0,80,2018122307,3997
61,3.56,9.64,36.3296132652138,0,0,0,74,2018122308,36
65,3.95,9.75,34.5139797763167,0,0,0,78,2018122308,507
56,3.65,9.58,30.0831281618119,0,0,0,63,2018122308,1398
68,3.94,9.44,33.0554276934969,0,0,0,85,2018122308,2010
65,3.94,9.57,34.081279318711,0,0,0,88,2018122308,2157
39,NA,5.62,5.12008788987063,-4,0,4,74,2018122308,2754
23,NA,4.33,4.06253615368528,-1,2,3,58,2018122308,4209
60,3.76,9,28.5608490770145,0,0,0,68,2018122309,36
66,3.91,9.42,38.1431225779956,0,0,0,90,2018122309,1242
67,3.86,9.16,38.3582181546536,0,0,0,65,2018122309,1528
60,3.85,9.57,29.0738714312353,0,0,0,69,2018122309,1809
64,3.24,8.41,42.7747273515565,0,0,0,79,2018122309,2280
67,3.74,9.69,39.60849025146,0,0,0,82,2018122309,2871
56,3.84,9.66,25.7223813050036,0,0,0,78,2018122309,4022
54,3.45,9.53,22.2782517267401,0,0,0,38,2018122309,4703
62,3.76,8.69,34.0277901133765,0,0,0,67,2018122310,36
60,4.01,8.06,27.7942799870765,0,0,0,71,2018122310,836
64,3.94,8.11,32.4775076014155,0,0,0,80,2018122310,1715
70,3.77,9.82,38.2120452213697,0,0,0,79,2018122310,2321
65,3.72,9.26,37.70725792205,0,0,0,71,2018122310,2848
62,3.92,9.3,32.4964151869095,0,0,0,71,2018122310,3068
60,4.21,9.5,30.2078483179455,0,0,0,77,2018122310,3550
55,3.74,9.5,26.7598748128611,0,0,0,55,2018122310,4063
65,4.04,10.23,31.0620829951888,0,0,0,89,2018122310,4446
67,4.12,7.37,33.7009747633507,0,0,0,72,2018122312,36
50,NA,8.92,31.7473683948764,0,0,0,68,2018122312,1785
57,3.93,9.76,24.4997489783059,0,0,0,76,2018122312,2060
65,3.77,8.61,38.218940330679,0,0,0,86,2018122312,2690
65,3.84,9,36.9477644790588,0,0,0,90,2018122313,806
48,NA,8.51,23.9135045528672,-2,0,2,83,2018122313,2320
56,3.97,7.98,25.5800430023094,0,0,0,75,2018122314,467
62,3.93,9.32,35.4708344982184,0,0,0,83,2018122314,2613
67,4.26,8.87,32.9502185121738,0,0,0,70,2018122314,3599
60,3.95,7.6,29.5834142721897,0,0,0,72,2018122314,3835
57,3.84,8.61,28.3019292628612,0,0,0,31,2018122314,4389
65,3.66,9.4,36.5781423803889,0,0,0,77,2018122400,36
62,4.07,9.28,31.4972586108696,0,0,0,77,2018122400,3235
62,3.95,8.27,31.8027200094583,0,0,0,82,2018122400,3944
59,3.8,8.55,29.5437590702334,0,0,0,74,2018121300,2044
59,3.93,8.69,29.2319089352714,0,0,0,80,2018121300,2576
54,3.74,9.5,24.9891516462644,0,0,0,89,2018121300,3841
58,NA,8.23,32.3318944697028,0,0,0,83,2018121300,4370
67,4.09,8.1,33.4549488117976,0,0,0,74,2018121500,796
67,4.24,9.3,29.6254788990828,0,0,0,75,2018121500,1170
62,4.2,7.97,26.4797734129278,0,0,0,83,2018121500,1774
68,4.26,8.66,27.8675815240577,0,0,0,73,2018121500,3185
68,4.12,9.48,35.5085820612426,0,0,0,72,2018121501,894
66,4.31,8.29,32.5888968822205,0,0,0,66,2018121501,1713
65,4.24,9.03,30.8622034210132,0,0,0,83,2018121501,2370
59,3.71,9.44,20.7861203691309,0,0,0,87,2018121600,4186
62,3.9,9.5,29.7992164326514,0,0,0,65,2018121601,36
62,4.04,8.82,29.3535176767624,0,0,0,75,2018121601,1631
55,3.74,4.9,27.0470183199553,0,0,0,69,2018121601,1879
47,NA,8.32,22.0807631208706,-1,0,1,72,2018121601,2121
64,3.95,7.52,32.2880674553309,0,0,0,78,2018121601,2189
68,3.83,9.05,38.6149517674178,0,0,0,77,2018121601,3179
57,3.9,9.27,30.3247044503322,0,0,0,81,2018121602,36
60,3.93,9.25,32.076686237827,0,0,0,87,2018121602,1049
62,3.8,10.21,31.2071097668464,0,0,0,77,2018121602,1267
73,3.54,9.42,41.5610791486458,0,0,0,77,2018121603,35
62,3.89,9.89,32.4392139238916,0,0,0,79,2018121603,1349
61,3.83,8.78,32.2522820897995,0,0,0,70,2018121603,2457
9,NA,3.27,0.676756972627545,0,4,4,39,2018121603,4526
65,3.95,9.6,34.1591861729755,0,0,0,72,2018121604,45
64,4,9.37,34.2534158880541,0,0,0,77,2018121604,1394
67,3.8,9.02,38.1348410249735,0,0,0,46,2018121604,1852
60,4.03,9.84,28.3211740575845,0,0,0,64,2018121604,2115
61,4.1,8.18,29.8128244217149,0,0,0,75,2018121604,2479
65,4.06,7.37,33.7517436586615,0,0,0,81,2018121604,3032
63,4.16,7.71,31.1700705806066,0,0,0,21,2018121604,4089
56,NA,9.58,35.8415192200331,0,0,0,66,2018121606,40
37,NA,8.24,13.2493924389007,0,0,0,64,2018121606,2020
61,4.25,10.09,25.9379972241497,0,0,0,68,2018121606,3143
65,3.7,9.55,34.7293794934491,0,0,0,76,2018121607,36
67,4.08,8.77,35.7022408260322,0,0,0,82,2018121607,250
66,3.99,8.77,35.002285639655,0,0,0,74,2018121608,36
62,4.57,9.12,29.6585923469068,0,0,0,0,2018121609,442
65,4.03,9.33,35.9282535061197,0,0,0,77,2018121610,379
64,4.14,7.93,31.1313507577169,0,0,0,72,2018121610,554
64,3.86,9.51,34.1118894228977,0,0,0,80,2018121611,363
65,4.01,9.44,35.1599559157858,0,0,0,88,2018121611,2442
60,NA,8.83,34.4391710120903,0,0,0,81,2018121611,3643
50,3.69,8.95,16.0456754298471,0,0,0,83,2018121611,4201
66,3.88,9.14,36.5749231031317,0,0,0,51,2018121700,654
65,3.8,9.55,36.9659546069082,0,0,0,74,2018121700,3266
68,4.03,6.81,33.2991966870073,0,0,0,67,2018120600,2792
50,3.95,10.33,20.6471523460258,0,0,0,86,2018120900,400
60,3.92,8.8,32.7878056600316,0,0,0,71,2018120900,1386
63,3.63,8.45,40.0443154517592,0,0,0,75,2018120900,1719
56,NA,7.9,15.0228692332723,0,0,0,87,2018120900,2470
53,NA,9.11,30.5026228380446,0,0,0,61,2018120900,4146
58,3.8,8.89,32.6035335508285,0,0,0,78,2018120900,4583
62,NA,8.87,34.1116886125563,-1,0,1,77,2018120901,36
63,3.76,8.45,36.1017243355494,0,0,0,87,2018120901,2488
61,3.13,9,25.4747914613643,0,0,0,81,2018120901,2572
61,3.16,10.18,36.9607278066869,0,0,0,65,2018120902,36
66,4.04,9.75,35.1437647385706,0,0,0,82,2018120902,1316
32,3.28,8.55,10.1088179328743,-1,0,1,65,2018120902,2059
66,3.73,8.47,37.9903895742068,0,0,0,73,2018120903,643
65,3.73,9.07,35.9906835167103,0,0,0,71,2018120903,1570
63,3.9,9.43,33.5382587502691,0,0,0,72,2018120903,2196
61,3.84,9.03,31.0538661039169,0,0,0,74,2018120903,2478
67,3.83,9.83,35.5355948310986,0,0,0,76,2018120903,2830
13,NA,0.56,0.850881895447307,1,3,2,48,2018120903,4536
53,3.91,9.64,24.6727258323842,0,0,0,78,2018120904,4270
67,3.93,9.29,35.4664982765426,0,0,0,82,2018120905,1666
65,4.14,9.94,33.3340501589591,0,0,0,78,2018120906,3599
62,4.14,9.24,25.6796767892433,0,0,0,72,2018120907,245
65,3.17,9.06,41.2893751466403,0,0,0,77,2018120907,1368
68,3.47,9.68,41.6195723188021,0,0,0,91,2018120907,3236
62,4.18,9.19,30.1840239199481,-1,0,1,68,2018120908,956
65,4.26,8.98,34.2754970788171,0,0,0,71,2018120908,2781
61,3.62,9.58,31.4064531585469,0,0,0,80,2018120909,224
66,4.21,8.53,32.8213421419661,0,0,0,75,2018120909,842
65,3.91,9.59,31.997653038934,0,0,0,83,2018120909,1495
68,3.91,8.43,38.6662087616565,0,0,0,68,2018120909,2027
60,4.14,9.3,26.8715016327707,0,0,0,72,2018120909,2606
71,3.86,8.62,40.5354967898507,0,0,0,75,2018120909,3204
65,3.83,8.54,37.1249956228954,0,0,0,79,2018120909,3439
59,3.92,8.38,31.5101285303631,0,0,0,77,2018120909,4008
42,NA,8.7,23.9683499640672,0,0,0,77,2018120910,2607
63,4.1,8.74,30.8907510429902,0,0,0,83,2018120910,2678
66,3.98,9.06,35.092167217201,0,0,0,82,2018120912,36
52,4.06,7.86,10.0294067621171,0,0,0,74,2018120913,36
58,4.17,8.63,29.3834579312919,0,0,0,72,2018120913,994
59,3.83,8.92,28.7467232915336,0,0,0,70,2018121000,3696
19,NA,7.31,5.3578540480308,0,0,0,54,2018121000,3920
70,4.17,8.49,38.3193006199226,0,0,0,78,2018112900,335
52,3.76,9.05,24.8820135841133,0,0,0,75,2018120200,4162
12,NA,6.01,4.3100464034625,-1,1,2,45,2018120202,4188
66,3.91,9.85,31.1278412357812,0,0,0,79,2018120203,36
64,3.3,9.14,35.2065576278056,0,0,0,69,2018120203,1544
61,3.73,7.14,19.1991510228968,0,0,0,76,2018120203,2988
65,4.22,9.78,32.130286335481,0,0,0,73,2018120204,404
60,4.17,9.74,27.7201803745935,0,0,0,71,2018120204,1839
39,NA,8.86,23.2174977118552,0,0,0,62,2018120204,2356
66,4.13,9.41,34.7457695266632,0,0,0,75,2018120204,2416
8,NA,5.26,1.84945938046771,1,2,1,38,2018120204,4105
36,3.49,7.95,3.90385706705561,0,1,1,86,2018120206,1201
63,4.32,9.5,29.7433353879487,0,0,0,93,2018120206,2202
49,3.98,8.13,20.5561304724406,0,0,0,88,2018120207,141
65,4.14,8.27,31.1893988399905,0,0,0,78,2018120207,881
59,4.16,9.21,26.4692765295918,0,0,0,77,2018120207,1815
66,3.98,8.95,32.1884606652757,0,0,0,92,2018120207,3577
65,4.03,8.8,36.8058487200064,0,0,0,79,2018120208,350
56,3.92,7.95,26.6424323213929,0,0,0,75,2018120208,2208
63,3.79,9.05,34.3310835832486,0,0,0,86,2018120208,2834
52,3.99,8.97,23.8412017314564,0,0,0,78,2018120208,3365
65,4.25,8.9,30.3908950180807,0,0,0,73,2018120209,504
54,NA,6.1,19.9122073110944,0,0,0,77,2018120210,2311
64,3.98,9.48,33.4015822978493,0,0,0,68,2018120210,2882
64,4.14,5.43,32.9387947563356,0,0,0,80,2018120210,3102
64,4.12,8.64,33.4705362968686,0,0,0,92,2018120210,3767
7,NA,2.22,1.36619910701186,1,4,3,37,2018120210,4744
68,3.97,8.84,36.7955608735619,0,0,0,68,2018120211,1690
66,4,9.46,34.6351497759141,0,0,0,42,2018120211,2044
64,3.71,9.32,37.0452804011523,0,0,0,76,2018120211,2572
64,4.2,9.94,30.387209480306,0,0,0,71,2018120212,3352
65,3.98,10.28,32.9709159715043,0,0,0,86,2018120213,36
59,4.09,9.01,25.5967263531882,0,0,0,78,2018120213,988
64,4.13,9.36,32.5071945882754,0,0,0,57,2018120213,1994
65,4,9.57,33.6856482793489,0,0,0,78,2018120300,1276
64,3.86,8.24,32.1985092822634,0,0,0,82,2018112200,2969
68,3.79,9.52,39.843807548978,0,0,0,44,2018112201,3194
62,4.43,9.41,28.69498213974,0,0,0,78,2018112201,3394
16,NA,6.66,5.65693379844594,0,0,0,51,2018112201,4254
65,3.98,8.56,32.6797215410413,0,0,0,60,2018112202,1986
68,4.11,8.92,35.4500691113572,0,0,0,79,2018112202,2550
60,4,8.1,28.0457572548862,0,0,0,63,2018112202,2949
67,4.24,9.09,33.7272664175441,0,0,0,61,2018112202,3329
13,NA,7.39,3.9721656561629,-1,2,3,48,2018112202,4080
67,4.21,8,33.1351927714326,0,0,0,69,2018112500,458
57,4.27,9.63,24.2537790869794,0,0,0,69,2018112500,1322
62,3.9,8.32,31.6130890613366,0,0,0,71,2018112500,2951
66,3.7,9.45,33.6079291239434,0,0,0,71,2018112501,36
53,4,8.88,24.4331127775402,0,0,0,75,2018112501,1296
50,NA,9.34,36.4343409436756,0,0,0,62,2018112501,1653
55,4.04,6.09,26.3739909759596,0,0,0,70,2018112501,4473
15,NA,3.72,3.69352135502152,0,2,2,50,2018112501,4757
64,4.02,9.47,32.1319062615339,0,0,0,67,2018112502,1637
66,4.14,9,23.0587857442667,0,0,0,79,2018112502,3590
68,3.89,9.42,32.914442118924,0,0,0,78,2018112503,36
63,4.1,9.14,33.702220995062,0,0,0,65,2018112503,829
56,3.6,9.53,27.9493202064022,0,0,0,83,2018112503,3579
50,3.72,9.72,19.1500104438614,0,0,0,94,2018112504,3862
66,3.89,9.69,36.3232707778361,0,0,0,66,2018112505,876
61,4.33,9.25,27.0033794181395,0,0,0,71,2018112506,315
67,3.9,9.69,39.4541886242766,0,0,0,76,2018112506,760
65,3.92,9.18,34.6910507191696,0,0,0,54,2018112506,1953
63,4.31,9.07,30.6501827074489,0,0,0,67,2018112506,3460
55,4.2,9.29,25.5739320402632,0,0,0,66,2018112506,4050
64,3.92,8.64,35.5250137227278,0,0,0,73,2018112507,471
53,NA,8.31,8.13659019491581,-1,0,1,88,2018112507,2235
67,4.34,8.82,34.19222426225,0,0,0,84,2018112507,2297
66,3.55,9.59,37.5661350154631,0,0,0,76,2018112508,36
66,3.81,9.06,37.7041496389986,0,0,0,74,2018112508,302
63,3.77,9.03,35.5855391978258,0,0,0,58,2018112508,614
64,3.75,9.09,31.4638204927501,0,0,0,66,2018112508,933
62,3.79,8.51,31.5491552977255,0,0,0,77,2018112508,2149
65,4.36,8.37,26.830074543318,0,0,0,76,2018112508,2491
58,4.07,9.16,26.4370951505645,0,0,0,77,2018112508,2908
67,4.07,6.71,34.4102034286344,0,0,0,62,2018112600,419
71,4.09,9.53,38.0000118421034,0,0,0,76,2018112600,1261
69,3.92,9.27,39.5555419631687,0,0,0,78,2018112600,2457
68,3.69,8.31,34.5663015088395,0,0,0,83,2018111500,2028
69,4.09,8.26,37.0575026141806,0,0,0,76,2018111800,36
59,3.83,8.68,26.830150950004,0,0,0,76,2018111801,36
62,4.01,8.87,30.8101314505472,0,0,0,77,2018111801,2261
65,3.71,9.16,36.0839521117075,0,0,0,73,2018111802,1391
62,4.09,9.45,33.3888080050786,0,0,0,77,2018111802,2978
69,3.84,9.15,39.5860909916602,0,0,0,74,2018111802,3557
62,3.84,9.56,34.0552859333173,0,0,0,75,2018111802,3952
9,NA,5.25,4.2401061307472,1,2,1,44,2018111802,4588
64,3.98,8.59,28.6333319751649,0,0,0,87,2018111803,2529
9,NA,6.33,2.84775350056847,1,2,1,44,2018111803,3993
68,3.84,8.98,36.3721789284063,0,0,0,63,2018111805,36
57,4.16,8.99,25.5536181391207,0,0,0,73,2018111805,216
59,4.19,8.92,26.1076023410806,0,0,0,73,2018111805,1312
58,4.21,9.73,26.8744116214662,0,0,0,90,2018111805,1918
61,4.19,9.93,30.5250274365151,0,0,0,74,2018111805,2459
64,3.97,8.54,32.8164836629399,0,0,0,71,2018111805,2726
67,3.88,9.36,38.1922007745037,0,0,0,77,2018111805,2968
60,4.04,8.94,30.5501047461379,0,0,0,67,2018111805,3547
71,3.96,9.7,42.1424216200256,0,0,0,66,2018111805,3766
13,NA,4,3.82952999727121,0,2,2,44,2018111805,3972
65,4.08,9.81,32.9024208835763,0,0,0,79,2018111806,45
66,4.05,9.23,36.2197736050352,0,0,0,91,2018111806,392
62,2.92,8.5,23.2401893279723,0,0,0,86,2018111806,1911
56,4.28,9.43,17.2470809124327,0,0,0,73,2018111806,3498
61,4.17,9.56,27.5564892538944,-1,0,1,64,2018111807,247
63,4.03,9.55,33.736865592405,0,0,0,70,2018111807,544
65,4.06,8.96,34.0158345480454,0,0,0,75,2018111807,3549
48,3.99,9.07,16.3749687022602,0,0,0,58,2018111808,1758
67,4.02,9.41,34.2484860979285,0,0,0,72,2018111808,3337
60,NA,8.39,28.653490188806,0,0,0,74,2018111808,3585
68,3.91,7.87,30.7000798044565,0,0,0,85,2018111809,36
65,4.03,9.43,35.1944910461851,0,0,0,76,2018111809,2781
63,4,9.52,31.8681345547555,0,0,0,74,2018111810,1200
64,3.86,9.98,33.3431507209502,0,0,0,79,2018111810,2957
56,3.86,9.17,26.9583270994326,0,0,0,75,2018111810,3896
64,4.17,8.76,26.7016890851496,0,0,0,71,2018111900,309
65,3.83,8.66,35.1250010676156,0,0,0,75,2018111900,937
68,4.25,9.51,35.5648506253014,0,0,0,84,2018111900,1074
61,4.2,7.72,28.4801422047012,0,0,0,90,2018111900,1964
64,3.54,8.31,34.7589786961585,0,0,0,71,2018111900,2657
62,3.93,7.84,29.1408253143249,0,0,0,64,2018111900,3112
63,4.31,9.25,27.0702659757897,0,0,0,65,2018111900,3352
62,NA,9.74,40.6569182304808,0,0,0,76,2018111900,3656
80,4.09,8,46.6751711298416,0,0,0,85,2018111900,4174
67,3.93,8.77,35.8633085478738,0,0,0,74,2018111900,5189
61,3.91,9.61,34.6653732130494,0,0,0,73,2018110800,1231
51,3.88,7.52,26.4456612698567,0,0,0,70,2018110800,2369
60,4.04,9.52,31.2110060715767,0,0,0,91,2018110800,2758
64,3.7,9.86,21.0892982339385,0,0,0,90,2018111100,1849
56,3.91,8.56,31.5012539432957,0,0,0,70,2018111100,1954
43,2.03,8.93,13.6826971025452,0,0,0,78,2018111100,3841
57,4.01,8.03,25.9028492641254,0,0,0,75,2018111101,462
59,3.97,7.77,27.0934032561434,0,0,0,77,2018111101,1757
36,2.64,6.73,5.62318415135054,0,0,0,74,2018111101,1957
60,3.88,9.19,28.3086294263781,0,0,0,73,2018111101,2009
62,4.2,8.44,31.4471874736041,0,0,0,77,2018111102,36
62,3.76,9.83,32.682828824935,0,0,0,76,2018111102,955
69,3.6,9.06,43.7268796051125,0,0,0,78,2018111102,1739
48,NA,8.39,29.1228913399751,0,0,0,67,2018111102,2003
53,3.79,8.64,23.9257058412077,0,0,0,80,2018111102,3507
59,3.7,9.02,30.4699228748614,-1,0,1,80,2018111103,36
59,3.84,9.26,32.1692555089483,0,0,0,76,2018111103,490
63,3.9,9.07,33.3029878539449,0,0,0,85,2018111103,909
64,NA,9.35,33.1422283499465,0,0,0,90,2018111103,1190
67,3.57,9.08,39.6687799156969,0,0,0,80,2018111103,2731
65,4.06,9.17,33.7546500500302,0,0,0,77,2018111104,898
45,NA,8.7,25.0878237398145,-1,0,1,73,2018111104,2145
55,3.92,4.76,12.7179400847779,0,0,0,75,2018111105,36
76,3.3,10.49,48.8122382195285,0,0,0,68,2018111105,1519
62,4.35,8.86,30.4032383143638,0,0,0,61,2018111105,1998
59,4.07,8.83,24.2196717566527,0,0,0,87,2018111105,2372
56,4.07,9.81,25.0682608092384,0,0,0,75,2018111106,110
70,4.11,9.85,37.2831329155692,0,0,0,70,2018111106,1383
64,4.08,9.61,33.188820406878,0,0,0,63,2018111106,1851
63,4.16,7.5,34.8669700432946,0,0,0,65,2018111106,2578
56,3.93,9.93,25.2606413220251,0,0,0,71,2018111106,2903
42,NA,8.97,14.5808778885224,-1,0,1,67,2018111106,3684
63,4.16,8.54,33.1401825583385,0,0,0,78,2018111108,408
64,3.6,9,36.5907638619365,0,0,0,76,2018111108,730
66,NA,7.57,34.5381238633485,0,0,0,81,2018111108,3605
65,3.9,9.47,33.1595069324018,0,0,0,81,2018111109,36
64,3.87,9.03,32.7793380042978,0,0,0,90,2018111109,1732
64,3.95,8.93,34.3216622557824,0,0,0,77,2018111109,1808
59,4.17,9.1,24.6420717473186,0,0,0,80,2018111109,1934
63,4.12,9.04,33.0300484407759,0,0,0,79,2018111109,2688
63,3.91,8.18,34.0216240059172,0,0,0,79,2018111109,3078
70,4.03,8.88,36.760348202921,0,0,0,86,2018111110,313
11,NA,6.66,0.294278779391242,4,4,0,46,2018111110,3192
66,4.03,7.42,29.5769251275382,0,0,0,90,2018111110,3516
52,NA,9.54,28.0844191679301,0,0,0,75,2018111110,3896
60,NA,8.91,37.4700854015573,0,0,0,74,2018111111,3077
67,3.54,9.12,43.3693267183156,0,0,0,88,2018111200,1000
57,4.24,8.45,24.2382342591204,0,0,0,61,2018110400,681
15,NA,7.68,6.17223622360648,-1,0,1,50,2018110401,4373
70,4.27,9.13,36.9372887472808,0,0,0,80,2018110402,1208
59,NA,9.76,31.513609758325,0,0,0,75,2018110403,754
60,4.07,8.84,30.3991611726376,0,0,0,79,2018110403,1615
64,4.28,10.22,32.0236069173977,0,0,0,65,2018110403,1983
74,4.12,9.4,45.5194134408606,0,0,0,85,2018110404,1880
45,2.24,9.65,19.4639615700402,0,0,0,65,2018110405,36
14,NA,3.27,1.58091745515065,0,3,3,49,2018110405,3539
58,NA,8.76,21.5360558134492,-1,0,1,74,2018110406,362
60,3.62,8.82,31.5099111391956,0,0,0,80,2018110406,1283
64,3.93,10.17,34.3029575984345,0,0,0,78,2018110406,1843
59,3.87,9.39,27.4988581581127,0,0,0,77,2018110406,2255
62,3.91,9.12,32.1794421952898,0,0,0,74,2018110406,3722
65,4.01,9.47,35.3138641329436,0,0,0,84,2018110408,1042
63,4.26,9.79,29.3486984379206,0,0,0,84,2018110408,2223
18,NA,7.02,6.73080232958895,-2,0,2,53,2018110408,3916
65,4.13,9.6,33.9612205316593,0,0,0,77,2018110409,2378
65,3.88,9.06,35.1318573377497,0,0,0,75,2018110409,3499
75,3.74,9.82,45.4255665897521,0,0,0,58,2018110409,3983
65,4.19,9.42,30.8797215013348,0,0,0,59,2018110410,36
61,4.18,9.62,29.9069774467431,0,0,0,73,2018110410,343
62,4.14,9.43,31.860265221746,0,0,0,69,2018110410,1859
61,4.01,8.56,30.4978179547324,0,0,0,76,2018110410,2358
66,4.06,9.62,33.5111041298254,0,0,0,78,2018110500,1670
65,4,8.05,33.6772757211744,0,0,0,77,2018110500,2020
64,4.14,7.45,31.5605830110916,0,0,0,90,2018102500,951
14,NA,7,1.20208152801714,1,3,2,49,2018102500,3136
55,3.96,9.96,22.3468387025995,0,0,0,68,2018102800,3253
64,4.21,8.16,31.8609808386371,0,0,0,85,2018102801,3130
68,NA,9.05,47.1629112757048,0,0,0,64,2018102801,3820
63,3.71,8.68,33.9696114196203,0,0,0,79,2018102802,3212
48,NA,8.16,26.410386214518,0,0,0,73,2018102803,2436
62,4.36,9.1,31.4856935766071,0,0,0,76,2018102803,4649
65,3.91,9.43,32.4534636055999,0,0,0,83,2018102804,36
66,NA,8.53,43.5206077623004,0,0,0,66,2018102804,866
61,4.14,8.65,28.0613631172828,0,0,0,63,2018102805,447
70,4.08,9.21,36.1175815912417,0,0,0,81,2018102805,850
64,4.38,9.1,28.8438294960985,0,0,0,74,2018102805,1368
67,4.01,9.03,34.8884909389902,0,0,0,83,2018102805,2055
7,NA,4.73,4.26198310648925,1,2,1,37,2018102805,4119
63,4.43,8.16,31.3085499504528,0,0,0,78,2018102806,1790
64,4.53,9.59,31.3564698268157,0,0,0,69,2018102806,3064
